Collection Name,Block Number,Transaction Hash,Genesis Token Name,Virtual Price (USDC),Genesis Price (Virtual),Genesis Price (USDC)
afath_swap,31658485,0xf2502e5f55c99839f944420cb22c3d6e9630d288b3386c8e5ea9d140984ec969,AFATH,1.99073058,7.742e-05,0.00015413
afath_swap,31658493,0x4fe862904aa30f6ed00240d2e45ce190bcf3989931e3288d8dbc7d8fabb047e8,AFATH,1.99073368,7.788e-05,0.00015505
afath_swap,31658513,0x632fa5171f338bd9254513d25b0bda2c9fe6359db83a18e944bfb7e4b93bbeb5,AFATH,1.99218631,7.846e-05,0.00015632
afath_swap,31658513,0x632fa5171f338bd9254513d25b0bda2c9fe6359db83a18e944bfb7e4b93bbeb5,AFATH,1.99218631,7.872e-05,0.00015682
afath_swap,31658513,0x632fa5171f338bd9254513d25b0bda2c9fe6359db83a18e944bfb7e4b93bbeb5,AFATH,1.99218631,7.893e-05,0.00015725
afath_swap,31658589,0x163998f590d6322036e0d2700ce7d6bab175ff95667f70752273e5d7b41c87fc,AFATH,1.9957298,7.713e-05,0.00015394
afath_swap,31658596,0x521709543e4062c85fc30991c4c69040512c6c02bbbb331b21f56c2776ea2b74,AFATH,1.9957298,7.623e-05,0.00015213
afath_swap,31658646,0x46b56b570317cb241cee051d6e426d0ec85b501ceea0a41b711b3fdd8752477d,AFATH,1.99687567,7.628e-05,0.00015232
afath_swap,31658662,0x97c3aba37f8b95fb70dd7811a1b21615962862c0f83fd1af3470c8460509bc4e,AFATH,1.99687567,7.628e-05,0.00015232
afath_swap,31658710,0x303992abac06b62c48a9da4e2cd5bf8e624ffefad61e5bdb12af28f6af1827f9,AFATH,1.99928876,7.678e-05,0.0001535
afath_swap,31658751,0x1232716bf39030551946181d6397ab5ae34d0ef4e32728be96cb51e7be307c6a,AFATH,1.99928876,7.729e-05,0.00015453
afath_swap,31658774,0x51261e717acdcbac09e1dd72c9431cdfe9157b245328197695413370a0934a2d,AFATH,1.99928876,7.733e-05,0.0001546
afath_swap,31658781,0xf5a6be666d59d7f5371edeacf01bab66b179270e9728e92670924c29cf29078d,AFATH,1.99928876,7.736e-05,0.00015466
afath_swap,31658858,0xc4e918236651430f2946e116c7aeda53a5a5a8611be7f77851c832c903d434d6,AFATH,1.99928876,7.737e-05,0.00015468
afath_swap,31659095,0x2f086fede6bce429a60df91cb4f250356d4014f11635fc673c5213f38e2e5e13,AFATH,1.99830399,7.806e-05,0.00015599
afath_swap,31659160,0x2bc733530b4fe707c36a90821ccd3637f3bf5235e2f52ffd68b8f3fbe973992a,AFATH,1.99798449,7.825e-05,0.00015634
afath_swap,31659204,0xa90d238963d44670809b5b25ac43cb875adb3618f107f1ef00f0a18d41b1c102,AFATH,1.99798449,7.787e-05,0.00015559
afath_swap,31659209,0x014c2c3f8d68f63bc96120cb4b41818dbee235a2152c8c4def2279bb1846ec60,AFATH,1.99798449,7.844e-05,0.00015672
afath_swap,31659234,0x0bcc05a5bf62dcac68291b2c0ef6b7f53c20397f662aef273a7584f616ab9e0c,AFATH,1.99798449,7.909e-05,0.00015801
afath_swap,31659245,0x3f9226173feb25ef48edc9be865e18d31cb59e42a459724cd08557784fe9d867,AFATH,1.99798449,7.929e-05,0.00015841
afath_swap,31659263,0x37f9e55ae5b96753f399074fbe0b7c75262f792ddbae2a4aaef074af08f6e028,AFATH,1.99518814,7.967e-05,0.00015896
afath_swap,31659451,0xe46f03ee4fc5d10e9d63b3ebd3cf068a9fc4293cefb5642f313fa762568de4e7,AFATH,1.98717472,8.007e-05,0.0001591
afath_swap,31659470,0x956c792fc05142a4f5a8f4a00191e44f5d9736f44ac735f5f2b50e9afbf671d3,AFATH,1.98717472,7.954e-05,0.00015806
afath_swap,31659486,0x59b2b37f529fd9ad6f90d5d56a146e73ddab217a282aa4e60f0d95b3290753e5,AFATH,1.98709168,7.949e-05,0.00015795
afath_swap,31659523,0x56aa9fc557e1b2083ca37e22db0c3fce476a8181e07da4ec715f542da2348a4c,AFATH,1.98705192,7.997e-05,0.00015891
afath_swap,31659525,0x106237e0c93b8b7816f97f493c8729defc589a12bcaaf6d66abd9c92427e126a,AFATH,1.98705192,8e-05,0.00015897
